              0            1            2            3            4  \
16    88.341000    91.304000   206.928000    61.232500   605.336500
17  2078.020000  2472.230000  3431.390000  1914.280000  4611.650000
18     0.990000     0.870000     2.220000     0.530000     5.900000
19    85.007700    95.677200   144.219300    44.613600   104.180300
20   384.660000   264.760000   481.930000   244.850000   612.600000
21     3.834000     3.661000     6.064000     3.863000     9.529000
22     4.048200     5.481400     7.209200     2.801600     8.130800
23    33.010000    30.651200    36.283900    44.501700    20.530600
24     0.864400     0.925200     1.125200     0.632300     1.350200
25   342.385700   261.297800   322.960500   290.037900   672.234500
26     0.070400     0.077700     0.084700     0.056700     0.131900
27     1.082600     0.864700     0.963500     0.670900     1.349500
28     0.101200     0.110100     0.147700     0.060100     0.182000
29     0.813319     1.041037     1.672467     0.357416     1.073180
30     0.037185     0.038921     0.029996     0.039832     0.013058
31     9.494752     9.199155    10.441395     9.590781    12.892673
32     0.199041     0.192882     0.195416     0.244142     0.185220
33    28.280000    31.610000    31.000000    35.290000    35.670000
34    31.272400    24.300800    32.442700    19.012800    58.905700
35    10.010000     9.680000    10.080000     8.230000    11.300000
36     4.080000     4.620000     4.470000     3.790000     5.070000
37     5.920000     5.590000     6.650000     4.880000     6.150000
38     7.780000     6.850000     7.560000     4.550000     9.280000
39   201.459253   204.886527   288.995500   161.671227   179.581880
40   221.263835   203.823784   312.404203   166.861649   186.156928
             65           66           67           68           69  \
0     59.793811    59.386042    59.451834    59.452480    59.988202
1     10.000759    10.401447    10.617482    11.199428    15.178610
2     80.010000    40.500000    42.110000    83.220000   145.480000
3      6.323500     3.527200     4.569700     6.212200     8.456300
4     16.104000    17.400000    17.478000    32.824000    11.875000
5     18.139700    17.818500    17.711500    18.306400    20.175500
6      1.762000     1.586500     1.708000     3.547000     3.022000
7      0.945598     0.842961     0.833241     0.878997     0.839344
8      0.672365     5.946036     5.992897     2.365549     1.775743
9    114.207569    94.670174    92.252669    22.913485    25.564288
10     1.336302     3.579884     3.976202     1.184229     1.191610
11     8.180650     7.160900     7.245950     6.954250     7.074200
12     3.699506     3.853268     4.078473     1.018143     1.485929
13     6.600175     6.688050     6.799360     5.896215     6.576910
14     0.356275     1.245194     1.321833     0.549055     0.286716
15    12.981500    23.766000    23.325500     3.169500     3.621000
16    57.390500   911.124000  1038.651000   303.239500    58.910500
17  4407.650000  5127.420000  4868.900000  3621.970000  3291.310000
18     2.800000    12.140000    12.080000     0.730000     0.620000
19   333.880700   139.024400   143.831300    29.619400    48.410800
20  2273.180000   835.990000   850.060000   249.790000   316.550000
21    11.869000    13.293000    12.856000     3.164000     4.101000
22    20.957800    14.361500    13.334300     2.341400     2.635300
23    56.944000    20.464100    25.904400    24.092900    62.280700
24     1.854500     1.400700     1.417200     0.897000     0.955400
25   416.419700   685.539200   689.149300   208.245100   247.975800
26     0.173600     0.116500     0.116800     0.049600     0.049900
27     1.138200     1.315300     1.348300     0.839300     0.829400
28     0.218300     0.128700     0.126800     0.076600     0.120600
29     4.406108     1.476381     1.544498     0.293096     0.506379
30     0.012512     0.011789     0.012034     0.022965     0.034160
31     8.598797    12.589506    12.736533    10.931866    10.899525
32     0.152461     0.198280     0.201207     0.182111     0.198048
33    30.050000    38.450000    37.950000    39.120000    45.410000
34    44.936700   113.211100   122.428600    32.278800    35.486000
35    12.970000    12.780000    12.660000    10.750000    12.400000
36     5.310000     5.900000     5.800000     4.150000     4.200000
37     7.760000     6.790000     6.770000     6.670000     8.220000
38     9.290000    12.540000    12.480000     7.660000     7.150000
39   414.594192   163.681637   166.909772   172.520198   201.224979
40   410.144041   165.687325   167.857841   175.236787   198.074598
             70           71
0     59.303064    59.877182
1     14.725604    15.925773
2     74.100000    81.560000
3      2.968300     2.536700
4     15.340000    14.656000
5     19.767000    20.001600
6      2.307500     4.873000
7      0.713593     0.870563
8      3.853258     1.384683
9     84.241258    65.351507
10     1.588131     1.197294
11     7.356550     7.581700
12     5.244222     6.272180
13    10.773920     6.450285
14     0.743291     0.434411
15    13.087500     4.751500
16   198.586500    56.591500
17  1498.770000  1156.860000
18     4.590000     0.990000
19   132.562500    51.434300
20   779.730000   388.950000
21     8.227000     4.182000
22     8.849800     2.996600
23   270.277300    34.399000
24     1.218800     0.735900
25   685.153800   307.929600
26     0.106900     0.049300
27     1.344700     0.504000
28     0.174700     0.074800
29     0.917567     0.290764
30     0.016745     0.038439
31    13.742599    14.331002
32     0.145290     0.211071
33    44.540000    37.160000
34    61.665200    55.973300
35    16.170000    11.490000
36     5.550000     4.060000
37    10.530000     7.050000
38    11.560000    13.790000
39   224.860299   226.891517
40   224.007722   228.330715
